1080,634,81,281,334,213,664,31,291,719,748,146,140,749,83,355,795,130,526,591
483,154,486,230,732,907,964,450,30,309,438,591,238,131,851,278,522,1064,440,381
154,471,546,21,534,900,518,14,964,1091,199,78,271,114,667,855,643,968,264,192
362,861,470,977,799,369,586,252,518,45,872,648,61,545,558,596,686,29,149,435
411,188,288,780,121,154,998,345,758,448,662,389,904,52,306,406,217,187,746,679
554,377,918,1063,34,741,628,130,232,827,948,713,756,633,898,770,524,191,5,267
505,1043,172,469,517,943,40,648,435,201,181,507,614,472,929,669,864,665,592,621
536,204,253,686,773,105,13,868,386,452,346,357,729,679,261,371,827,122,349,301
412,1047,52,347,132,457,589,555,65,429,543,154,70,619,21,345,238,867,261,809
826,487,645,303,723,488,450,620,340,857,379,544,241,638,949,290,270,185,1045,30
822,1034,186,408,6,767,395,98,973,472,729,616,338,648,398,204,845,674,507,271
94,53,815,379,1036,323,944,736,699,325,809,30,418,429,371,673,172,106,233,1
171,920,600,846,1008,249,928,126,656,402,162,608,542,651,715,276,712,414,912,278
166,402,57,860,1051,415,636,426,481,153,952,898,656,949,352,242,152,726,21,3
851,324,742,873,331,46,855,101,22,680,820,922,590,677,148,529,601,506,550,12
427,746,368,1074,116,564,525,701,341,92,584,321,185,159,349,660,918,304,818,366
596,551,114,660,121,1076,412,636,126,594,424,582,196,307,709,896,156,584,882,349
1044,591,910,33,274,333,93,692,782,282,29,256,417,945,600,234,860,235,456,568
937,339,656,161,13,302,498,421,1090,264,868,722,277,634,383,709,650,832,391,745
427,922,108,484,9,100,263,280,206,172,213,117,730,665,651,827,97,877,919,116
791,424,19,194,1086,103,506,442,164,491,307,663,485,379,929,705,814,943,881,620
116,412,517,590,70,837,369,763,212,451,668,460,970,462,484,228,293,513,544,1002
844,427,955,1094,287,721,11,573,376,888,921,789,327,517,937,273,46,425,893,501
836,161,1029,220,956,178,560,841,53,383,400,269,47,19,124,496,200,181,203,91
373,244,3,125,1048,795,337,730,175,165,657,174,487,498,814,256,281,42,394,346
999,229,322,148,425,491,234,568,293,368,232,734,603,57,492,855,803,905,703,850
645,199,535,819,229,323,758,798,863,707,932,797,347,61,914,1016,563,318,188,179
365,564,276,818,689,458,127,308,167,822,31,758,163,721,633,834,301,328,266,892
270,289,835,1024,934,552,312,381,242,624,962,627,647,292,630,969,664,532,465,953
795,443,178,56,144,573,913,156,18,3,207,329,427,49,973,1022,17,560,249,615
506,363,687,633,1030,618,458,139,177,12,282,480,534,889,338,720,340,83,255,668
703,569,824,942,535,630,507,301,854,778,945,686,443,978,570,658,418,269,575,284
138,836,929,699,826,78,709,962,380,567,335,437,748,782,715,229,257,961,286,104
603,383,586,712,144,160,471,432,101,534,940,800,488,493,616,915,964,1025,360,772
973,91,25,132,876,349,663,334,559,88,846,464,310,2,716,798,808,917,804,1012
277,656,181,696,147,959,233,1,688,249,290,218,811,674,521,713,870,785,156,494
900,899,600,346,572,532,1052,881,251,610,479,342,82,436,463,518,254,821,964,883
739,597,127,305,607,877,401,892,847,588,40,208,556,462,797,126,951,1069,920,364
442,238,376,733,708,292,515,330,1083,713,960,37,471,317,435,361,719,801,705,481
515,676,496,483,183,811,110,304,436,69,539,400,574,681,749,33,258,608,107,691
366,664,450,869,1032,375,866,696,51,516,278,171,615,967,657,636,652,405,814,113
266,1010,471,531,631,626,110,822,307,330,458,503,231,79,294,27,808,572,560,352
682,106,555,445,348,922,337,711,477,174,255,542,309,46,94,44,792,411,112,1060
118,598,334,846,421,478,714,672,462,272,1068,498,748,946,8,258,109,42,784,424
562,225,1061,72,800,80,155,464,403,194,401,738,131,692,814,833,609,760,416,592
395,289,147,895,1015,844,512,500,382,641,39,245,152,296,183,404,959,556,926,841
1014,641,630,313,601,49,397,823,67,149,604,627,431,473,757,60,7,913,272,665
618,960,957,882,441,571,577,750,5,622,733,310,788,224,220,232,500,950,302,581
259,622,83,437,357,296,19,859,947,158,81,553,490,183,403,571,298,786,759,271
96,692,115,118,119,364,988,397,572,837,610,972,70,527,810,386,607,576,876,956
837,610,44,717,991,635,654,606,160,564,143,836,880,743,489,848,466,78,587,181
442,939,302,612,796,170,541,804,531,0,824,86,453,82,153,829,222,535,617,915
365,311,174,299,797,878,891,687,529,511,246,468,113,975,43,162,619,283,970,211
961,14,659,809,823,897,644,308,591,177,799,602,579,701,599,521,768,646,707,650
258,963,73,706,990,604,890,160,445,761,906,409,376,857,174,142,607,439,253,265
599,171,947,551,671,674,481,470,560,876,499,786,589,1,768,946,133,367,203,107
188,180,348,512,918,636,523,439,613,80,368,705,373,898,406,229,597,576,653,530
53,816,187,803,188,10,365,994,26,125,719,778,559,191,92,914,68,495,426,101
183,649,712,737,219,320,735,528,510,52,9,120,876,673,116,380,488,90,512,82
659,914,928,334,309,23,710,189,531,314,540,186,430,854,570,246,306,224,313,677
969,36,231,794,825,197,136,515,105,90,4,162,256,722,86,397,461,513,149,522
175,269,189,336,810,243,236,199,808,137,90,884,415,1031,163,608,591,579,659,973
911,762,730,707,323,251,93,655,231,438,983,70,192,306,628,495,236,629,58,208
666,698,192,1075,527,202,81,20,138,323,128,127,111,806,224,388,225,140,857,916
438,1087,411,673,690,247,259,145,829,524,572,669,71,59,256,812,111,810,367,605
291,576,856,406,707,908,530,102,1077,675,595,614,971,719,748,83,78,385,590,553
132,925,640,993,153,672,467,330,893,326,676,886,24,120,346,319,728,285,522,829
124,277,1081,208,681,929,889,738,948,536,891,424,630,462,508,367,452,298,848,348
99,617,739,738,757,390,962,456,845,882,474,602,180,887,546,343,414,433,392,315
223,872,792,705,751,474,980,922,464,439,710,961,207,801,74,529,360,949,570,940
411,878,585,92,1066,780,88,394,256,800,673,735,423,761,155,260,857,494,788,871
714,762,477,748,943,514,384,278,226,118,682,17,826,742,429,755,539,642,120,699
528,491,765,728,450,679,970,110,530,821,98,619,820,695,981,675,898,446,345,417
813,790,939,783,602,310,426,99,420,521,726,803,938,106,469,901,701,581,706,882
658,563,187,717,906,345,386,194,452,944,330,290,326,5,251,213,780,692,430,749
982,302,371,597,715,532,677,239,431,610,963,347,15,933,493,782,960,586,118,325
737,875,783,911,285,309,917,39,369,557,308,143,918,906,832,698,777,870,585,604
514,207,228,379,1071,326,266,55,694,926,771,806,47,270,80,759,831,825,62,569
781,478,131,182,687,10,24,479,275,13,158,191,87,567,6,396,728,198,328,794
49,562,568,779,216,952,843,182,377,555,794,444,451,891,873,203,94,919,667,727
665,123,240,195,969,357,783,509,804,146,552,1005,73,799,202,812,892,619,612,488
884,239,835,190,781,336,644,407,617,550,22,762,189,225,90,320,997,388,933,481
141,921,480,684,826,194,798,220,205,658,972,780,37,16,664,936,899,402,477,69
760,235,12,1023,295,169,324,285,592,354,63,754,733,320,610,961,145,263,600,40
972,356,398,500,170,333,813,899,518,789,607,781,331,655,262,1004,930,145,916,113
627,909,511,650,374,722,501,675,13,284,1011,462,863,7,932,526,74,740,343,944
138,639,654,840,15,628,449,237,716,676,197,527,547,801,691,658,147,910,727,184
358,151,858,754,538,494,683,236,533,635,342,405,22,805,914,261,54,617,30,546
357,406,297,250,93,237,73,963,639,987,520,705,94,281,580,713,425,959,391,169
89,817,123,413,708,717,921,312,493,903,74,568,553,806,55,650,579,77,372,1079
545,214,644,15,378,490,253,1039,201,437,210,562,180,130,614,68,164,898,852,653
47,516,215,905,359,930,856,884,453,208,484,270,125,10,756,634,425,304,666,739
155,847,502,340,146,549,331,968,708,484,391,801,958,528,160,28,835,64,1000,169
790,867,531,212,48,895,694,510,765,930,929,295,180,339,599,186,235,350,199,244
463,335,572,807,852,624,165,57,240,148,510,843,587,287,689,344,538,972,764,700
585,703,48,45,500,696,449,919,391,586,682,959,248,936,358,200,587,779,622,984
896,45,591,360,418,0,282,859,765,1028,691,611,563,42,572,61,267,660,962,240
404,678,945,934,522,954,352,473,414,499,20,437,318,345,9,789,688,874,23,410
638,774,641,271,72,891,845,313,698,164,888,165,577,31,963,747,206,798,213,979
762,108,972,19,102,986,248,717,216,510,85,867,760,194,916,791,134,408,4,125
167,524,195,355,613,433,67,807,960,338,296,565,484,932,951,182,50,800,347,153
702,303,549,37,136,774,958,716,67,946,132,295,931,917,642,124,184,417,329,938
50,574,510,914,671,462,971,239,695,838,714,541,837,408,721,734,748,963,784,900
424,614,465,807,745,856,757,416,236,215,304,26,852,850,725,331,1026,228,72,829
91,917,476,313,87,522,327,528,468,276,553,190,829,405,415,900,223,416,121,820
266,397,263,279,874,436,311,949,921,420,786,599,790,495,835,959,668,770,788,351
759,640,242,604,535,466,426,684,958,897,489,892,473,644,329,354,804,202,1089,859
526,537,370,672,75,398,655,214,834,785,259,830,161,976,610,254,68,700,296,239
252,364,743,443,741,410,454,440,422,5,265,277,965,72,438,517,233,556,1020,932
606,621,565,545,791,128,681,200,634,652,40,689,69,209,1085,915,899,963,590,567
804,851,968,139,587,861,813,501,841,898,601,668,556,177,63,1038,811,166,219,613
225,809,118,742,59,378,784,652,103,80,952,130,573,942,46,82,164,430,227,910
255,702,888,613,158,446,886,896,76,109,89,920,73,638,274,726,525,947,493,737
182,527,947,200,234,879,115,169,657,830,255,65,753,178,894,155,821,301,32,886
341,636,22,441,638,97,540,680,445,781,139,904,198,150,802,564,753,1093,764,943
797,1001,732,397,455,594,636,377,509,843,277,134,382,395,205,150,537,311,34,512
4,155,84,534,221,875,642,195,350,511,343,631,314,653,277,819,613,247,198,449
521,591,419,839,750,525,402,1003,22,740,647,509,694,588,596,156,460,40,324,420
627,595,742,95,753,559,754,930,218,322,393,805,52,227,913,472,17,561,878,538
319,859,414,941,595,359,641,858,704,669,907,111,353,624,804,475,112,108,325,936
396,283,676,881,179,150,641,489,863,652,542,9,43,381,193,495,567,157,48,27
289,295,764,416,966,59,565,142,192,447,193,834,561,1065,864,228,406,311,280,904
1009,417,164,472,942,565,230,338,290,171,463,223,621,88,428,819,460,927,117,431
129,237,551,107,914,641,609,519,911,625,795,622,570,325,158,575,226,888,539,773
597,341,34,890,970,862,793,105,23,303,579,150,647,359,306,582,47,420,784,1056
399,967,294,908,815,910,218,526,407,811,732,404,670,147,839,332,1013,206,446,364
179,1054,143,811,45,829,675,660,508,704,277,575,700,342,475,167,115,288,266,319
393,360,646,351,866,384,380,790,860,838,774,836,764,210,901,796,275,7,405,71
862,25,610,818,689,147,179,833,706,392,829,573,280,850,657,119,868,275,1072,593
192,904,260,263,756,508,598,196,289,382,809,327,502,926,401,879,173,202,37,523
393,250,503,845,401,558,206,320,501,447,897,22,105,731,185,727,295,96,284,52
61,779,97,831,805,197,321,596,1057,772,785,155,285,817,889,858,4,223,552,157
462,923,214,539,629,144,77,963,942,134,669,251,828,460,352,576,850,336,612,52
294,465,938,873,770,914,1067,640,536,872,244,279,842,878,594,463,620,645,93,230
958,914,487,525,233,230,124,439,935,597,397,235,1006,137,219,661,715,750,806,356
548,145,275,265,16,271,97,593,890,387,586,802,78,872,1021,888,31,2,887,543
956,591,671,545,589,915,413,645,561,455,615,445,972,887,440,104,266,944,28,880
946,358,725,109,305,718,790,287,232,939,575,491,1027,75,662,770,129,133,865,46
868,581,86,952,694,621,482,431,400,605,210,879,1070,666,601,615,169,217,37,127
128,667,327,812,395,912,203,246,37,14,461,562,211,248,41,830,725,469,107,623
888,770,321,577,678,714,363,200,951,186,528,580,55,263,705,718,33,93,833,95
667,247,408,486,605,114,815,416,441,916,731,760,319,462,497,776,723,767,207,32
593,546,150,448,361,76,936,122,192,27,887,818,457,544,770,131,20,748,272,268
119,120,142,875,185,350,877,353,625,772,747,871,406,271,641,631,35,490,974,509
64,113,920,574,59,796,286,290,499,203,455,100,510,1078,37,383,972,843,463,194
955,802,61,649,131,407,870,602,122,828,226,25,896,314,495,88,657,115,336,141
956,902,135,474,537,513,303,660,861,361,343,715,138,271,257,550,136,463,569,404
866,469,420,175,842,453,171,315,868,378,245,221,896,372,270,751,955,754,573,14
552,902,637,514,966,744,796,848,25,852,292,502,724,1007,631,192,17,864,372,550
366,954,458,838,217,485,724,637,744,211,868,147,135,60,613,176,967,466,536,625
862,931,879,805,901,866,700,164,683,708,226,586,905,669,854,770,820,741,111,264
620,817,169,928,77,165,193,353,618,883,235,150,344,142,267,210,291,647,100,894
108,299,173,937,325,351,85,397,853,626,101,396,65,758,504,954,680,840,283,195
833,705,618,299,62,28,562,198,834,71,128,345,541,688,569,740,784,867,317,475
845,895,137,574,775,504,823,176,492,548,404,300,597,934,139,333,654,413,865,838
790,776,95,176,36,865,46,877,828,897,361,959,929,113,754,384,390,541,673,974
752,908,62,715,839,452,19,582,193,583,147,325,485,577,466,879,670,101,268,868
863,696,723,95,731,290,784,611,60,687,950,718,184,889,68,693,310,457,931,397
143,581,776,919,454,176,950,545,256,670,291,118,458,342,26,807,821,169,315,724
363,513,486,704,54,666,264,139,775,935,224,809,344,267,787,759,454,380,227,613
476,317,38,459,685,585,879,366,971,520,190,522,660,609,19,288,118,370,248,661
280,245,196,732,169,18,503,589,157,682,578,420,582,358,847,290,150,166,929,155
793,752,245,147,62,920,209,685,812,387,385,71,543,881,578,155,528,85,853,533
390,941,483,721,361,75,416,157,816,332,751,871,372,112,140,723,842,874,522,767
929,601,209,788,372,140,828,497,549,28,888,252,697,40,196,695,594,382,216,545
913,243,485,769,583,246,344,875,467,205,609,420,151,751,46,911,766,164,1035,200
773,290,173,138,860,392,907,883,909,374,670,632,848,76,695,951,502,19,96,420
86,131,777,625,718,54,671,359,102,966,752,151,434,428,955,886,520,56,164,387
423,951,719,626,418,811,434,227,715,79,528,23,205,353,543,580,967,268,690,399
810,636,504,752,716,66,679,848,295,655,948,321,959,241,468,96,55,482,861,256
880,58,392,694,434,572,836,424,705,1018,40,422,362,423,657,90,698,112,388,797
878,920,322,657,697,151,166,458,893,148,817,317,171,335,43,699,86,776,571,245
743,227,684,723,571,671,78,221,380,430,903,85,384,863,272,573,286,168,901,399
848,905,399,480,117,283,138,941,468,557,247,935,745,920,893,680,362,371,186,385
698,935,536,898,940,463,773,38,173,719,141,505,888,831,263,744,716,315,476,165
329,756,536,760,554,216,413,114,878,477,463,235,513,135,486,342,447,766,853,784
316,611,235,332,925,222,662,865,698,151,746,768,940,423,635,90,372,66,966,339
533,374,545,746,661,660,104,880,861,361,119,948,787,606,811,777,605,543,416,404
777,845,646,583,11,661,566,842,299,557,578,36,7,869,388,362,217,513,782,545
344,838,268,528,215,497,931,912,773,428,351,227,554,853,339,175,90,359,75,384
776,358,84,583,641,719,380,755,632,61,66,384,671,578,683,159,257,299,165,804
669,920,849,950,740,672,836,965,568,446,845,237,693,201,771,117,151,797,38,459
112,640,909,256,924,601,793,133,314,896,741,787,288,254,643,948,635,41,912,847
262,536,777,838,847,434,854,370,514,387,61,272,643,908,859,131,243,279,245,879
41,818,200,863,755,159,513,937,589,685,879,150,952,727,60,684,22,520,295,86
434,484,851,101,569,948,457,283,84,519,138,867,163,113,419,505,64,286,380,100
76,35,851,112,1058,89,755,432,504,243,440,8,242,140,760,787,838,572,447,19
543,112,867,903,734,129,440,432,831,406,444,423,694,632,755,838,300,760,16,370
867,623,809,688,44,165,76,78,178,263,89,287,941,216,139,419,16,358,87,480
342,363,719,432,186,952,771,295,716,245,568,359,671,927,140,279,685,8,924,428
76,693,913,952,771,40,688,222,870,754,2,623,104,601,345,84,367,272,409,98
250,448,632,640,779,129,766,758,11,568,200,654,495,849,557,457,924,44,270,35
690,257,222,885,203,673,971,8,79,7,748,434,419,911,432,760,342,467,98,305
98,714,11,434,407,940,777,173,694,114,601,203,598,221,985,924,885,344,684,35
370,159,358,263,409,662,305,523,543,345,758,279,114,573,913,936,300,46,723,769
64,279,818,79,461,165,684,100,682,550,670,643,221,940,484,65,407,209,163,745
96,11,151,60,148,682,300,589,262,135,913,878,568,173,773,927,902,100,818,131
851,694,101,723,409,848,65,423,86,60,299,171,847,754,550,76,100,941,655,444
734,951,952,133,885,457,359,769,78,845,206,589,936,566,370,670,903,550,540,279
428,589,940,566,406,112,206,768,894,444,7,655,769,913,140,228,902,171,120,861
941,389,643,257,673,495,428,894,52,114,60,173,569,423,461,254,902,847,87,640
389,2,87,758,444,723,849,885,221,951,698,38,56,432,227,254,859,52,440,380
522,227,940,316,96,643,79,120,818,38,640,684,216,448,270,254,35,755,65,769
640,776,216,428,682,79,495,98,404,228,7,457,671,869,389,434,370,35,407,951
861,173,101,86,221,769,159,755,623,688,299,714,228,316,257,611,948,404,902,643
747,540,209,407,370,140,688,252,444,878,35,519,965,569,896,159,698,96,936,254
38,894,754,216,60,646,283,911,120,7,859,342,769,87,367,203,569,670,148,79
87,305,896,911,869,444,467,432,344,159,643,257,861,894,209,283,384,120,65,221
965,384,367,776,35,655,484,440,38,432,206,670,941,714,148,257,784,444,550,305
440,367,228,655,894,206,941,38,305,911,209,159,283,412,335,167,747,503,592,847
